question,label
서울 조선대 어떻게 와,B-INFO E-INFO O O
야 서울 조선대 버스 몇 번 타야 해,O B-INFO E-INFO O O O O O
서울 조선대 버스 몇 번이야,B-INFO E-INFO O O O
서울 조선대 버스 알려줘,B-INFO E-INFO O O
서울 조선대 버스 몇 번 타야 해,B-INFO E-INFO O O O O O
부산 조선대 오는 방법 알려줘,B-INFO E-INFO O O O
부산 조선대 버스 뭐 타야 해,B-INFO E-INFO O O O O
부산 조선대 오는 방법 알려줄래,B-INFO E-INFO O O O
야 부산 조선대 오는 방법 알려줘,O B-INFO E-INFO O O O
그럼 부산 조선대 오는 방법 알려줘,O B-INFO E-INFO O O O
참 부산 조선대 오는 방법 알려줘,O B-INFO E-INFO O O O
야 부산 조선대 오는 방법 알려줄래,O B-INFO E-INFO O O O
그럼 부산 조선대 오는 방법 알려줄래,O B-INFO E-INFO O O O
참 부산 조선대 오는 방법 알려줄래,O B-INFO E-INFO O O O
부산 조선대 어떻게 와,B-INFO E-INFO O O
야 부산 조선대 버스 몇 번 타야 해,O B-INFO E-INFO O O O O O
부산 조선대 버스 몇 번이야,B-INFO E-INFO O O O
부산 조선대 버스 알려줘,B-INFO E-INFO O O
부산 조선대 버스 몇 번 타야 해,B-INFO E-INFO O O O O O
광천 조선대 오는 방법 알려줘,B-INFO E-INFO O O O
광천 조선대 버스 뭐 타야 해,B-INFO E-INFO O O O O
광천 조선대 오는 방법 알려줄래,B-INFO E-INFO O O O
야 광천 조선대 오는 방법 알려줘,O B-INFO E-INFO O O O
그럼 광천 조선대 오는 방법 알려줘,O B-INFO E-INFO O O O
참 광천 조선대 오는 방법 알려줘,O B-INFO E-INFO O O O
야 광천 조선대 오는 방법 알려줄래,O B-INFO E-INFO O O O
그럼 광천 조선대 오는 방법 알려줄래,O B-INFO E-INFO O O O
참 광천 조선대 오는 방법 알려줄래,O B-INFO E-INFO O O O
광천 조선대 어떻게 와,B-INFO E-INFO O O
야 광천 조선대 버스 몇 번 타야 해,O B-INFO E-INFO O O O O O
광천 조선대 버스 몇 번이야,B-INFO E-INFO O O O
광천 조선대 버스 알려줘,B-INFO E-INFO O O
광천 조선대 버스 몇 번 타야 해,B-INFO E-INFO O O O O O
광천 터미널 조선대 오는 방법 알려줘,B-INFO I-INFO E-INFO O O O
광천 터미널 조선대 버스 뭐 타야 해,B-INFO I-INFO E-INFO O O O O
광천 터미널 조선대 오는 방법 알려줄래,B-INFO I-INFO E-INFO O O O
야 광천 터미널 조선대 오는 방법 알려줘,O B-INFO I-INFO E-INFO O O O
그럼 광천 터미널 조선대 오는 방법 알려줘,O B-INFO I-INFO E-INFO O O O
참 광천 터미널 조선대 오는 방법 알려줘,O B-INFO I-INFO E-INFO O O O
야 광천 터미널 조선대 오는 방법 알려줄래,O B-INFO I-INFO E-INFO O O O
그럼 광천 터미널 조선대 오는 방법 알려줄래,O B-INFO I-INFO E-INFO O O O
참 광천 터미널 조선대 오는 방법 알려줄래,O B-INFO I-INFO E-INFO O O O
광천 터미널 조선대 어떻게 와,B-INFO I-INFO E-INFO O O
야 광천 터미널 조선대 버스 몇 번 타야 해,O B-INFO I-INFO E-INFO O O O O O
광천 터미널 조선대 버스 몇 번이야,B-INFO I-INFO E-INFO O O O
광천 터미널 조선대 버스 알려줘,B-INFO I-INFO E-INFO O O
광천 터미널 조선대 버스 몇 번 타야 해,B-INFO I-INFO E-INFO O O O O O
광주역 조선대 오는 방법 알려줘,B-INFO E-INFO O O O
광주역 조선대 버스 뭐 타야 해,B-INFO E-INFO O O O O
광주역 조선대 오는 방법 알려줄래,B-INFO E-INFO O O O
야 광주역 조선대 오는 방법 알려줘,O B-INFO E-INFO O O O
그럼 광주역 조선대 오는 방법 알려줘,O B-INFO E-INFO O O O
참 광주역 조선대 오는 방법 알려줘,O B-INFO E-INFO O O O
야 광주역 조선대 오는 방법 알려줄래,O B-INFO E-INFO O O O
그럼 광주역 조선대 오는 방법 알려줄래,O B-INFO E-INFO O O O
참 광주역 조선대 오는 방법 알려줄래,O B-INFO E-INFO O O O
광주역 조선대 어떻게 와,B-INFO E-INFO O O
야 광주역 조선대 버스 몇 번 타야 해,O B-INFO E-INFO O O O O O
송정역 조선대 오는 방법 알려줘,B-INFO E-INFO O O O
송정역 조선대 뭐 타야 해,B-INFO E-INFO O O O
송정역 조선대 오는 방법 알려줄래,B-INFO E-INFO O O O
야 송정역 조선대 오는 방법 알려줘,O B-INFO E-INFO O O O
그럼 송정역 조선대 오는 방법 알려줘,O B-INFO E-INFO O O O
참 송정역 조선대 오는 방법 알려줘,O B-INFO E-INFO O O O
야 송정역 조선대 오는 방법 알려줄래,O B-INFO E-INFO O O O
그럼 송정역 조선대 오는 방법 알려줄래,O B-INFO E-INFO O O O
참 송정역 조선대 오는 방법 알려줄래,O B-INFO E-INFO O O O
송정역 조선대 어떻게 와,B-INFO E-INFO O O
지하철 조선대 오는 방법 알려줘,B-INFO E-INFO O O O
지하철 조선대 뭐 타야 해,B-INFO E-INFO O O O
지하철 조선대 오는 방법 알려줄래,B-INFO E-INFO O O O
야 지하철 조선대 오는 방법 알려줘,O B-INFO E-INFO O O O
그럼 지하철 조선대 오는 방법 알려줘,O B-INFO E-INFO O O O
참 지하철 조선대 오는 방법 알려줘,O B-INFO E-INFO O O O
야 지하철 조선대 오는 방법 알려줄래,O B-INFO E-INFO O O O
그럼 지하철 조선대 오는 방법 알려줄래,O B-INFO E-INFO O O O
참 지하철 조선대 오는 방법 알려줄래,O B-INFO E-INFO O O O
지하철 조선대 어떻게 와,B-INFO E-INFO O O
야 지하철 조선대 무슨 호선 타야 해,O B-INFO E-INFO O O O O
지하철 조선대 몇 호선 이야,B-INFO E-INFO O O O
지하철 조선대 호선 알려줘,B-INFO E-INFO O O
지하철 조선대 몇 호선 타야 해,B-INFO E-INFO O O O O
조선대 하차 버스 알려줘,B-INFO I-INFO E-INFO O
야 조선대 하차 버스 알려줘,O B-INFO I-INFO E-INFO O
그럼 조선대 하차 버스 알려줘,O B-INFO I-INFO E-INFO O
참 조선대 하차 버스 알려줘,O B-INFO I-INFO E-INFO O
야 조선대 하차 버스 알려줄래,O B-INFO I-INFO E-INFO O
그럼 조선대 하차 버스 알려줄래,O B-INFO I-INFO E-INFO O
참 조선대 하차 버스 알려줄래,O B-INFO I-INFO E-INFO O
조선대 하차 버스 몇 번이야,B-INFO I-INFO E-INFO O O
조선대 하차 버스 몇 번인지 알려줘,B-INFO I-INFO E-INFO O O O
교내 시내버스 알려줄래,B-INFO E-INFO O
교내 시내버스 알려줘,B-INFO E-INFO O
야 교내 시내버스 알려줘,O B-INFO E-INFO O
참 교내 시내버스 알려줘,O B-INFO E-INFO O
그럼 교내 시내버스 알려줘,O B-INFO E-INFO O
야 교내 시내버스 알려줄래,O B-INFO E-INFO O
참 교내 시내버스 알려줄래,O B-INFO E-INFO O
그럼 교내 시내버스 알려줄래,O B-INFO E-INFO O
교내 시내버스 몇 번 와,B-INFO E-INFO O O O
교내 시내버스 몇 번 몇 번 와,B-INFO E-INFO O O O O O
교내 시내버스 뭐 와,B-INFO E-INFO O O
조선대 시내버스 알려줄래,B-INFO E-INFO O
조선대 시내버스 알려줘,B-INFO E-INFO O
야 조선대 시내버스 알려줘,O B-INFO E-INFO O
참 조선대 시내버스 알려줘,O B-INFO E-INFO O
그럼 조선대 시내버스 알려줘,O B-INFO E-INFO O
야 조선대 시내버스 알려줄래,O B-INFO E-INFO O
참 조선대 시내버스 알려줄래,O B-INFO E-INFO O
그럼 조선대 시내버스 알려줄래,O B-INFO E-INFO O
조선대 시내버스 몇 번 와,B-INFO E-INFO O O O
조선대 시내버스 몇 번 몇 번 와,B-INFO E-INFO O O O O O
조선대 시내버스 뭐 와,B-INFO E-INFO O O
신규장학생 선발 알려줘,B-INFO E-INFO O
야 신규장학생 선발 알려줘,O B-INFO E-INFO O
그럼 신규장학생 선발 알려줘,O B-INFO E-INFO O
참 신규장학생 선발 알려줘,O B-INFO E-INFO O
야 신규장학생 선발 알려줄래,O B-INFO E-INFO O
그럼 신규장학생 선발 알려줄래,O B-INFO E-INFO O
참 신규장학생 선발 알려줄래,O B-INFO E-INFO O
신규장학생 선발 기준 알려줘,B-INFO E-INFO O O
신규장학생 선발 기준 뭐야,B-INFO E-INFO O O
야 신규장학생 알려줘,O S-INFO O
참 신규장학생 알려줘,O S-INFO O
그럼 신규장학생 알려줘,O S-INFO O
야 신규장학생 선발 기준 뭐야,O B-INFO E-INFO O O
그럼 신규장학생 선발 기준 뭐야,O B-INFO E-INFO O O
참 신규장학생 선발 기준 뭐야,O B-INFO E-INFO O O
야 점프 장학생 선발 알려줘,O B-INFO E-INFO O O
그럼 점프 장학생 선발 알려줘,O B-INFO E-INFO O O
참 점프 장학생 선발 알려줘,O B-INFO E-INFO O O
야 점프 장학생 선발 알려줄래,O B-INFO E-INFO O O
그럼 점프 장학생 선발 알려줄래,O B-INFO E-INFO O O
참 점프 장학생 선발 알려줄래,O B-INFO E-INFO O O
점프 장학생 선발 기준 알려줘,B-INFO E-INFO O O O
점프 장학생 선발 기준 뭐야,B-INFO E-INFO O O O
야 점프 장학생 알려줘,O B-INFO E-INFO O
참 점프 장학생 알려줘,O B-INFO E-INFO O
그럼 점프 장학생 알려줘,O B-INFO E-INFO O
야 점프 장학생 선발 기준 뭐야,O B-INFO E-INFO O O O
그럼 점프 장학생 선발 기준 뭐야,O B-INFO E-INFO O O O
참 점프 장학생 선발 기준 뭐야,O B-INFO E-INFO O O O
야 근장 알려줘,O S-INFO O
그럼 근장 알려줘,O S-INFO O
참 근장 알려줘,O S-INFO O
야 근장 알려줄래,O S-INFO O
그럼 근장 알려줄래,O S-INFO O
참 근장 알려줄래,O S-INFO O
근장 궁금해,S-INFO O
근장 궁금한데 알려줄래,S-INFO O O
근장 뭐야,S-INFO O
야 근장 정보 알려줘,O S-INFO O O
근장 정보 알려줘,S-INFO O O
그럼 근장 정보 알려줘,O S-INFO O O
참 근장 정보 알려줘,O S-INFO O O
야 근장 뭐야,O S-INFO O
그럼 근장 뭐야,O S-INFO O
참 근장 뭐야,O S-INFO O
야 대청교 알려줘,O S-INFO O
그럼 대청교 알려줘,O S-INFO O
참 대청교 알려줘,O S-INFO O
야 대청교 알려줄래,O S-INFO O
그럼 대청교 알려줄래,O S-INFO O
참 대청교 알려줄래,O S-INFO O
대청교 궁금해,S-INFO O
대청교 궁금한데 알려줄래,S-INFO O O
대청교 뭐야,S-INFO O
야 대청교 정보 알려줘,O B-INFO E-INFO O
대청교 정보 알려줘,B-INFO E-INFO O
그럼 대청교 정보 알려줘,O B-INFO E-INFO O
참 대청교 정보 알려줘,O B-INFO E-INFO O
야 대청교 뭐야,O S-INFO O
그럼 대청교 뭐야,O S-INFO O
참 대청교 뭐야,O S-INFO O
야 장학금 신청기간 알려줘,O B-INFO E-INFO O
그럼 장학금 신청기간 알려줘,O B-INFO E-INFO O
참 장학금 신청기간 알려줘,O B-INFO E-INFO O
야 장학금 신청기간 알려줄래,O B-INFO E-INFO O
그럼 장학금 신청기간 알려줄래,O B-INFO E-INFO O
참 장학금 신청기간 알려줄래,O B-INFO E-INFO O
장학금 신청기간 궁금해,B-INFO E-INFO O
장학금 신청기간 궁금한데 알려줄래,B-INFO E-INFO O O
장학금 신청기간 언제야,B-INFO E-INFO O
야 장학금 신청기간 정보 알려줘,O B-INFO I-INFO E-INFO O
장학금 신청기간 정보 알려줘,B-INFO I-INFO E-INFO O
그럼 장학금 신청기간 정보 알려줘,O B-INFO I-INFO E-INFO O
참 장학금 신청기간 정보 알려줘,O B-INFO I-INFO E-INFO O
야 장학금 신청기간 언제야,O B-INFO E-INFO O
그럼 장학금 신청기간 언제야,O B-INFO E-INFO O
참 장학금 신청기간 언제야,O B-INFO E-INFO O
야 가족장학금 알려줘,O S-INFO O
그럼 가족장학금 알려줘,O S-INFO O
참 가족장학금 알려줘,O S-INFO O
야 가족장학금 알려줄래,O S-INFO O
그럼 가족장학금 알려줄래,O S-INFO O
참 가족장학금 알려줄래,O S-INFO O
가족장학금 궁금해,S-INFO O
가족장학금 궁금한데 알려줄래,S-INFO O O
가족장학금 신청기간 언제야,B-INFO E-INFO O
야 가족장학금 정보 알려줘,O B-INFO E-INFO O
가족장학금 정보 알려줘,B-INFO E-INFO O
그럼 가족장학금 정보 알려줘,O B-INFO E-INFO O
참 가족장학금 정보 알려줘,O B-INFO E-INFO O
야 가족장학금 신청기간 언제야,O B-INFO E-INFO O
그럼 가족장학금 신청기간 언제야,O B-INFO E-INFO O
참 가족장학금 신청기간 언제야,O B-INFO E-INFO O
야 신입생 장학금 알려줘,O B-INFO E-INFO O
그럼 신입생 장학금 알려줘,O B-INFO E-INFO O
참 신입생 장학금 알려줘,O B-INFO E-INFO O
야 신입생 장학금 알려줄래,O B-INFO E-INFO O
그럼 신입생 장학금 알려줄래,O B-INFO E-INFO O
참 신입생 장학금 알려줄래,O B-INFO E-INFO O
신입생 장학금 궁금해,B-INFO E-INFO O
신입생 장학금 궁금한데 알려줄래,B-INFO E-INFO O O
신입생 장학금 신청기간 언제야,B-INFO E-INFO O O
야 신입생 장학금 정보 알려줘,O B-INFO E-INFO O O
신입생 장학금 정보 알려줘,B-INFO I-INFO E-INFO O
그럼 신입생 장학금 정보 알려줘,O B-INFO I-INFO E-INFO O
참 신입생 장학금 정보 알려줘,O B-INFO I-INFO E-INFO O
야 신입생 장학금 신청기간 언제야,O B-INFO I-INFO E-INFO O
그럼 신입생 장학금 신청기간 언제야,O B-INFO I-INFO E-INFO O
참 신입생 장학금 신청기간 언제야,O B-INFO I-INFO E-INFO O
야 편입생 장학금 알려줘,O B-INFO E-INFO O
그럼 편입생 장학금 알려줘,O B-INFO E-INFO O
참 편입생 장학금 알려줘,O B-INFO E-INFO O
야 편입생 장학금 알려줄래,O B-INFO E-INFO O
그럼 편입생 장학금 알려줄래,O B-INFO E-INFO O
참 편입생 장학금 알려줄래,O B-INFO E-INFO O
편입생 장학금 궁금해,B-INFO E-INFO O
편입생 장학금 궁금한데 알려줄래,B-INFO E-INFO O O
편입생 장학금 신청기간 언제야,B-INFO E-INFO O O
야 편입생 장학금 정보 알려줘,O B-INFO I-INFO E-INFO O
편입생 장학금 정보 알려줘,B-INFO I-INFO E-INFO O
그럼 편입생 장학금 정보 알려줘,O B-INFO I-INFO E-INFO O
참 편입생 장학금 정보 알려줘,O B-INFO I-INFO E-INFO O
야 편입생 장학금 신청기간 언제야,O B-INFO I-INFO E-INFO O
그럼 편입생 장학금 신청기간 언제야,O B-INFO I-INFO E-INFO O
참 편입생 장학금 신청기간 언제야,O B-INFO I-INFO E-INFO O
수혜증명서 뭐야,S-INFO O
수혜증명서 알려줄래,S-INFO O
야 수혜증명서 알려줘,O S-INFO O
그럼 수혜증명서 알려줘,O S-INFO O
참 수혜증명서 알려줘,O S-INFO O
야 수혜증명서 알려줄래,O S-INFO O
그럼 수혜증명서 알려줄래,O S-INFO O
참 수혜증명서 알려줄래,O S-INFO O
수혜증명서 정보 알려줘,B-INFO E-INFO O
그럼 수혜증명서 정보 알려줘,O B-INFO E-INFO O
수혜증명서 발급 방법 알려줘,B-INFO E-INFO O O
수혜증명서 발급 어디서 받아,B-INFO E-INFO O O
야 수혜증명서 어디서 받아,O S-INFO O O
그럼 수혜증명서 어디서 받아,O S-INFO O O
참 수혜증명서 어디서 받아,O S-INFO O O
수혜증명서 어디서 뽑아,S-INFO O O
그럼 수혜증명서 어디서 뽑아,O S-INFO O O
참 수혜증명서 어디서 뽑아,O S-INFO O O
야 청송 장학생 알려줘,O B-INFO E-INFO O
그럼 청송 장학생 알려줘,O B-INFO E-INFO O
참 청송 장학생 알려줘,O B-INFO E-INFO O
야 청송 장학생 알려줄래,O B-INFO E-INFO O
그럼 청송 장학생 알려줄래,O B-INFO E-INFO O
참 청송 장학생 알려줄래,O B-INFO E-INFO O
청송 장학생 궁금해,B-INFO E-INFO O
청송 장학생 궁금한데 알려줄래,B-INFO E-INFO O O
청송 장학생 뭐야,B-INFO E-INFO O
야 청송 장학생 정보 알려줘,O B-INFO I-INFO O O
청송 장학생 정보 알려줘,B-INFO E-INFO O O
그럼 청송 장학생 정보 알려줘,O B-INFO E-INFO O O
참 청송 장학생 정보 알려줘,O B-INFO E-INFO O O
야 청송 장학생 뭐야,O B-INFO E-INFO O
그럼 청송 장학생 뭐야,O B-INFO E-INFO O
참 청송 장학생 뭐야,O B-INFO E-INFO O
장학금 수혜증명서 뭐야,B-INFO E-INFO O
장학금 수혜증명서 알려줄래,B-INFO E-INFO O
야 장학금 수혜증명서 알려줘,O B-INFO E-INFO O
그럼 장학금 수혜증명서 알려줘,O B-INFO E-INFO O
참 장학금 수혜증명서 알려줘,O B-INFO E-INFO O
야 장학금 수혜증명서 알려줄래,O B-INFO E-INFO O
그럼 장학금 수혜증명서 알려줄래,O B-INFO E-INFO O
참 장학금 수혜증명서 알려줄래,O B-INFO E-INFO O
장학금 수혜증명서정보 알려줘,B-INFO E-INFO O
그럼 장학금 수혜증명서정보 알려줘,O B-INFO E-INFO O
장학금 수혜증명서발급 방법 알려줘,B-INFO E-INFO O O
장학금 수혜증명서발급 어디서 받아,B-INFO E-INFO O O
야 장학금 수혜증명서 어디서 받아,O B-INFO E-INFO O O
그럼 장학금 수혜증명서 어디서 받아,O B-INFO E-INFO O O
참 장학금 수혜증명서 어디서 받아,O B-INFO E-INFO O O
장학금 수혜증명서 어디서 뽑아,B-INFO E-INFO O O
그럼 장학금 수혜증명서 어디서 뽑아,O B-INFO E-INFO O O
참 장학금 수혜증명서 어디서 뽑아,O B-INFO E-INFO O O
야 보훈 장학 신청 알려줘,O B-INFO I-INFO E-INFO O
그럼 보훈 장학 신청 알려줘,O B-INFO I-INFO E-INFO O
참 보훈 장학 신청 알려줘,O B-INFO I-INFO E-INFO O
야 보훈 장학 신청 알려줄래,O B-INFO I-INFO E-INFO O
그럼 보훈 장학 신청 알려줄래,O B-INFO I-INFO E-INFO O
참 보훈 장학 신청 알려줄래,O B-INFO I-INFO E-INFO O
보훈 장학 신청 궁금해,B-INFO I-INFO E-INFO O
보훈 장학 신청 궁금한데 알려줄래,B-INFO I-INFO E-INFO O O
보훈 장학 신청 뭐야,B-INFO I-INFO E-INFO O
야 보훈 장학 신청 정보 알려줘,O B-INFO I-INFO E-INFO O O
보훈 장학 신청 정보 알려줘,B-INFO I-INFO E-INFO O O
그럼 보훈 장학 신청 정보 알려줘,O B-INFO I-INFO E-INFO O O
참 보훈 장학 신청 정보 알려줘,O B-INFO I-INFO E-INFO O O
야 보훈 장학 신청 뭐야,O B-INFO I-INFO E-INFO O
그럼 보훈 장학 신청 뭐야,O B-INFO I-INFO E-INFO O
참 보훈 장학 신청 뭐야,O B-INFO I-INFO E-INFO O
야 백악복지장학금 알려줘,O S-INFO O
그럼 백악복지장학금 알려줘,O S-INFO O
참 백악복지장학금 알려줘,O S-INFO O
야 백악복지장학금 알려줄래,O S-INFO O
그럼 백악복지장학금 알려줄래,O S-INFO O
참 백악복지장학금 알려줄래,O S-INFO O
백악복지장학금 궁금해,S-INFO O
백악복지장학금 궁금한데 알려줄래,S-INFO O O
백악복지장학금 뭐야,S-INFO O
야 백악복지장학금 정보 알려줘,O S-INFO O O
백악복지장학금 정보 알려줘,S-INFO O O
그럼 백악복지장학금 정보 알려줘,O S-INFO O O
참 백악복지장학금 정보 알려줘,O S-INFO O O
야 백악복지장학금 뭐야,O S-INFO O
그럼 백악복지장학금 뭐야,O S-INFO O
참 백악복지장학금 뭐야,O S-INFO O
야 성적우수장학금 알려줘,O S-INFO O
그럼 성적우수장학금 알려줘,O S-INFO O
참 성적우수장학금 알려줘,O S-INFO O
야 성적우수장학금 알려줄래,O S-INFO O
그럼 성적우수장학금 알려줄래,O S-INFO O
참 성적우수장학금 알려줄래,O S-INFO O
성적우수장학금 궁금해,S-INFO O
성적우수장학금 궁금한데 알려줄래,S-INFO O O
성적우수장학금 뭐야,S-INFO O
야 성적우수장학금 정보 알려줘,O S-INFO O O
성적우수장학금 정보 알려줘,S-INFO O O
그럼 성적우수장학금 정보 알려줘,O S-INFO O O
참 성적우수장학금 정보 알려줘,O S-INFO O O
야 성적우수장학금 뭐야,O S-INFO O
그럼 성적우수장학금 뭐야,O S-INFO O
참 성적우수장학금 뭐야,O S-INFO O
야 장학금 접수 알려줘,O B-INFO E-INFO O
그럼 장학금 접수 알려줘,O B-INFO E-INFO O
참 장학금 접수 알려줘,O B-INFO E-INFO O
야 장학금 접수 알려줄래,O B-INFO E-INFO O
그럼 장학금 접수 알려줄래,O B-INFO E-INFO O
참 장학금 접수 알려줄래,O B-INFO E-INFO O
장학금 접수 궁금해,B-INFO E-INFO O
장학금 접수 궁금한데 알려줄래,B-INFO E-INFO O O
장학금 접수 뭐야,B-INFO E-INFO O
야 장학금 접수 정보 알려줘,O B-INFO E-INFO O O
장학금 접수 정보 알려줘,B-INFO E-INFO O O
그럼 장학금 접수 정보 알려줘,O B-INFO E-INFO O O
참 장학금 접수 정보 알려줘,O B-INFO E-INFO O O
야 장학금 접수 뭐야,O B-INFO E-INFO O
그럼 장학금 접수 뭐야,O B-INFO E-INFO O
참 장학금 접수 뭐야,O B-INFO E-INFO O
야 국제 교류 알려줘,O B-INFO E-INFO O
그럼 국제 교류 알려줘,O B-INFO E-INFO O
참 국제 교류 알려줘,O B-INFO E-INFO O
야 국제 교류 알려줄래,O B-INFO E-INFO O
그럼 국제 교류 알려줄래,O B-INFO E-INFO O
참 국제 교류 알려줄래,O B-INFO E-INFO O
국제 교류 궁금해,B-INFO E-INFO O
국제 교류 궁금한데 알려줄래,B-INFO E-INFO O O
국제 교류 뭐야,B-INFO E-INFO O
야 국제 교류 정보 알려줘,O B-INFO E-INFO O O
국제 교류 정보 알려줘,B-INFO E-INFO O O
그럼 국제 교류 정보 알려줘,O B-INFO E-INFO O O
참 국제 교류 정보 알려줘,O B-INFO E-INFO O O
야 국제 교류 뭐야,O B-INFO E-INFO O
그럼 국제 교류 뭐야,O B-INFO E-INFO O
참 국제 교류 뭐야,O B-INFO E-INFO O
야 수시모집요강 알려줘,O S-INFO O
그럼 수시모집요강 알려줘,O S-INFO O
참 수시모집요강 알려줘,O S-INFO O
야 수시모집요강 알려줄래,O S-INFO O
그럼 수시모집요강 알려줄래,O S-INFO O
참 수시모집요강 알려줄래,O S-INFO O
수시모집요강 궁금해,S-INFO O
수시모집요강 궁금한데 알려줄래,S-INFO O O
수시모집요강 뭐야,S-INFO O
야 수시모집요강 정보 알려줘,O S-INFO O O
수시모집요강 정보 알려줘,S-INFO O O
그럼 수시모집요강 정보 알려줘,O S-INFO O O
참 수시모집요강 정보 알려줘,O S-INFO O O
야 수시모집요강 뭐야,O S-INFO O
그럼 수시모집요강 뭐야,O S-INFO O
참 수시모집요강 뭐야,O S-INFO O
편입생 경쟁률 알려줄래,B-INFO E-INFO O
그럼 편입생 경쟁률 알려줘,O B-INFO E-INFO O
야 편입생 경쟁률 알려줘,O B-INFO E-INFO O
참 편입생 경쟁률 알려줘,O B-INFO E-INFO O
그럼 편입생 경쟁률 알려줄래,O B-INFO E-INFO O
야 편입생 경쟁률 알려줄래,O B-INFO E-INFO O
참 편입생 경쟁률 알려줄래,O B-INFO E-INFO O
편입생 경쟁 정보 알려줘,B-INFO E-INFO O O
편입생 경쟁률 궁금해,B-INFO E-INFO O
야 편입생 경쟁률 궁금해,O B-INFO E-INFO O
그럼 편입생 경쟁률 궁금해,O B-INFO E-INFO O
참 편입생 경쟁률 궁금해,O B-INFO E-INFO O
야 편입생 경쟁률 정보 알려줘,O B-INFO E-INFO O O
그럼 편입생 경쟁률 정보 알려줘,O B-INFO E-INFO O O
참 편입생 경쟁률 정보 알려줘,O B-INFO E-INFO O O
야 편입생 경쟁률 정보 알려줄래,O B-INFO E-INFO O O
그럼 편입생 경쟁률 정보 알려줄래,O B-INFO E-INFO O O
참 편입생 경쟁률 정보 알려줄래,O B-INFO E-INFO O O
편입생모집 경쟁률 알려줄래,B-INFO E-INFO O
그럼 편입생모집 경쟁률 알려줘,O B-INFO E-INFO O
야 편입생모집 경쟁률 알려줘,O B-INFO E-INFO O
참 편입생모집 경쟁률 알려줘,O B-INFO E-INFO O
그럼 편입생모집 경쟁률 알려줄래,O B-INFO E-INFO O
야 편입생모집 경쟁률 알려줄래,O B-INFO E-INFO O
참 편입생모집 경쟁률 알려줄래,O B-INFO E-INFO O
편입생 경쟁 정보 알려줘,B-INFO E-INFO O O
편입생모집 경쟁률 궁금해,B-INFO E-INFO O
야 편입생모집 경쟁률 궁금해,O B-INFO E-INFO O
그럼 편입생모집 경쟁률 궁금해,O B-INFO E-INFO O
참 편입생모집 경쟁률 궁금해,O B-INFO E-INFO O
야 편입생모집 경쟁률 정보 알려줘,O B-INFO E-INFO O O
그럼 편입생모집 경쟁률 정보 알려줘,O B-INFO E-INFO O O
참 편입생모집 경쟁률 정보 알려줘,O B-INFO E-INFO O O
야 편입생모집 경쟁률 정보 알려줄래,O B-INFO E-INFO O O
그럼 편입생모집 경쟁률 정보 알려줄래,O B-INFO E-INFO O O
참 편입생모집 경쟁률 정보 알려줄래,O B-INFO E-INFO O O
편입생 추가모집 알려줄래,B-INFO E-INFO O
그럼 편입생 추가모집 알려줘,O B-INFO E-INFO O
야 편입생 추가모집 알려줘,O B-INFO E-INFO O
참 편입생 추가모집 알려줘,O B-INFO E-INFO O
그럼 편입생 추가모집 알려줄래,O B-INFO E-INFO O
야 편입생 추가모집 알려줄래,O B-INFO E-INFO O
참 편입생 추가모집 알려줄래,O B-INFO E-INFO O
편입생 경쟁 정보 알려줘,B-INFO E-INFO O O
편입생 추가모집 궁금해,B-INFO E-INFO O
야 편입생 추가모집 궁금해,O B-INFO E-INFO O
그럼 편입생 추가모집 궁금해,O B-INFO E-INFO O
참 편입생 추가모집 궁금해,O B-INFO E-INFO O
야 편입생 추가모집 정보 알려줘,O B-INFO E-INFO O O
그럼 편입생 추가모집 정보 알려줘,O B-INFO E-INFO O O
참 편입생 추가모집 정보 알려줘,O B-INFO E-INFO O O
야 편입생 추가모집 정보 알려줄래,O B-INFO E-INFO O O
그럼 편입생 추가모집 정보 알려줄래,O B-INFO E-INFO O O
참 편입생 추가모집 정보 알려줄래,O B-INFO E-INFO O O
정시모집 경쟁률 알려줄래,B-INFO E-INFO O
그럼 정시모집 경쟁률 알려줘,O B-INFO E-INFO O
야 정시모집 경쟁률 알려줘,O B-INFO E-INFO O
참 정시모집 경쟁률 알려줘,O B-INFO E-INFO O
그럼 정시모집 경쟁률 알려줄래,O B-INFO E-INFO O
야 정시모집 경쟁률 알려줄래,O B-INFO E-INFO O
참 정시모집 경쟁률 알려줄래,O B-INFO E-INFO O
편입생 경쟁 정보 알려줘,B-INFO E-INFO O O
정시모집 경쟁률 궁금해,B-INFO E-INFO O
야 정시모집 경쟁률 궁금해,O B-INFO E-INFO O
그럼 정시모집 경쟁률 궁금해,O B-INFO E-INFO O
참 정시모집 경쟁률 궁금해,O B-INFO E-INFO O
야 정시모집 경쟁률 정보 알려줘,O B-INFO E-INFO O O
그럼 정시모집 경쟁률 정보 알려줘,O B-INFO E-INFO O O
참 정시모집 경쟁률 정보 알려줘,O B-INFO E-INFO O O
야 정시모집 경쟁률 정보 알려줄래,O B-INFO E-INFO O O
그럼 정시모집 경쟁률 정보 알려줄래,O B-INFO E-INFO O O
참 정시모집 경쟁률 정보 알려줄래,O B-INFO E-INFO O O
정시모집 알려줄래,S-INFO O
그럼 정시모집 알려줘,O S-INFO O
야 정시모집 알려줘,O S-INFO O
참 정시모집 알려줘,O S-INFO O
그럼 정시모집 알려줄래,O S-INFO O
야 정시모집 알려줄래,O S-INFO O
